SITENAME,Date,Plot,Plot_Size,Species,Shell_Height,Shell_Width,Wet_Weight,AFDW
Rabbit Key Basin,2000-10-09,1,1,Cantharus multangulus,15.8,9.5,NA,NA
Rabbit Key Basin,2000-10-09,5,3,Cantharus multangulus,20.3,11.3,NA,NA
Rabbit Key Basin,2000-10-09,5,3,Cantharus multangulus,11.9,7,NA,NA
Rabbit Key Basin,2000-10-09,1,1,Cerithium muscarum,17.5,7.8,0.35,NA
Rabbit Key Basin,2000-10-09,1,1,Cerithium muscarum,11.2,4.9,0.09,NA
Rabbit Key Basin,2000-10-09,2,1,Cerithium muscarum,21.4,8.8,0.665,NA
Rabbit Key Basin,2000-10-09,2,1,Cerithium muscarum,24.8,10,0.787,NA
Rabbit Key Basin,2000-10-09,2,1,Cerithium muscarum,22.2,9.3,0.661,NA
Rabbit Key Basin,2000-10-09,4,2,Cerithium muscarum,14.9,5.2,0.216,NA
Rabbit Key Basin,2000-10-09,5,3,Cerithium muscarum,12.8,5.1,0.135,NA
Rabbit Key Basin,2000-10-09,5,3,Cerithium muscarum,19.5,5.9,0.386,NA
Rabbit Key Basin,2000-10-09,5,3,Cerithium muscarum,15.3,6.9,0.258,NA
Rabbit Key Basin,2000-10-09,5,3,Cerithium muscarum,17,7.3,0.273,NA
Rabbit Key Basin,2000-10-09,1,1,Columbella rusticoides,15.7,8.5,0.617,NA
Rabbit Key Basin,2000-10-09,1,1,Columbella rusticoides,12,6.7,0.271,NA
Rabbit Key Basin,2000-10-09,2,1,Columbella rusticoides,14.1,7.5,0.451,NA
Rabbit Key Basin,2000-10-09,3,1,Columbella rusticoides,9.5,5.3,0.096,NA
Rabbit Key Basin,2000-10-09,3,1,Columbella rusticoides,2.3,2.3,0.007,NA
Rabbit Key Basin,2000-10-09,4,2,Columbella rusticoides,13.4,6.6,NA,NA
Rabbit Key Basin,2000-10-09,5,3,Columbella rusticoides,13.9,6.9,0.383,NA
Rabbit Key Basin,2000-10-09,5,3,Columbella rusticoides,12.7,6.5,0.298,NA
Rabbit Key Basin,2000-10-09,5,3,Columbella rusticoides,15,8,0.479,NA
Rabbit Key Basin,2000-10-09,5,3,Columbella rusticoides,13.7,7.3,NA,NA
Rabbit Key Basin,2000-10-09,5,3,Conus jaspideus stearnsi,13.3,6.1,NA,NA
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,10,13.8,0.856,57.3
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,9,13.2,0.733,46.1
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,11,13,0.805,42.9
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,9.5,12.7,0.615,38.5
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,10.7,13.8,0.87,57.3
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,10.4,13.9,0.805,59.4
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,10.3,13.2,0.753,46.1
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,7.5,10.6,0.311,18.1
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,7.6,11.2,0.384,22.5
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,10.8,14.3,0.903,68.5
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,12,15.5,1.27,105.5
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,8.8,12.1,0.491,31.1
Rabbit Key Basin,2000-10-09,1,1,Modulus modulus,10.8,13.7,0.844,55.2
Rabbit Key Basin,2000-10-09,2,1,Modulus modulus,10.5,13.7,0.794,55.2
Rabbit Key Basin,2000-10-09,2,1,Modulus modulus,10.7,13.4,0.929,49.6
Rabbit Key Basin,2000-10-09,2,1,Modulus modulus,9.2,12.4,0.616,34.6
Rabbit Key Basin,2000-10-09,2,1,Modulus modulus,9.2,13,0.747,42.9
Rabbit Key Basin,2000-10-09,2,1,Modulus modulus,8.3,12.7,0.606,38.5
Rabbit Key Basin,2000-10-09,2,1,Modulus modulus,10.2,13.7,0.906,55.2
Rabbit Key Basin,2000-10-09,2,1,Modulus modulus,9.5,12.7,0.669,38.5
Rabbit Key Basin,2000-10-09,2,1,Modulus modulus,8.6,12.4,0.511,34.6
Rabbit Key Basin,2000-10-09,2,1,Modulus modulus,7.6,11.1,0.354,21.7
Rabbit Key Basin,2000-10-09,3,1,Modulus modulus,10.3,14.1,0.892,63.8
Rabbit Key Basin,2000-10-09,3,1,Modulus modulus,10.1,13.9,0.834,59.4
Rabbit Key Basin,2000-10-09,3,1,Modulus modulus,10.2,14.5,0.92,73.7
Rabbit Key Basin,2000-10-09,3,1,Modulus modulus,10,13.4,0.754,49.6
Rabbit Key Basin,2000-10-09,3,1,Modulus modulus,8.9,10.2,0.519,15.7
Rabbit Key Basin,2000-10-09,3,1,Modulus modulus,9.5,13.1,0.665,44.5
Rabbit Key Basin,2000-10-09,3,1,Modulus modulus,9.8,13.8,0.777,57.3
Rabbit Key Basin,2000-10-09,3,1,Modulus modulus,9.8,12.8,0.733,40
Rabbit Key Basin,2000-10-09,3,1,Modulus modulus,4.2,6,0.043,3.5
Rabbit Key Basin,2000-10-09,3,1,Modulus modulus,4,5.3,0.032,2.7
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,8.8,12,0.466,30
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,9.8,12.9,0.673,41.4
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,10.7,14,0.927,61.5
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,9.4,12.3,0.574,33.4
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,10.5,14.2,0.912,66.1
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,9,12.2,0.632,32.2
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,9.2,13.1,0.634,44.5
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,9.9,13.7,0.9,55.2
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,9.5,12,0.635,30
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,8.2,11.8,0.432,27.9
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,6.9,10.5,0.291,17.5
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,9.3,12.6,0.621,37.2
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,10.2,13.5,0.808,51.4
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,7.3,10.5,0.293,17.5
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,6,8.3,0.138,7.9
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,7.1,10.4,0.288,16.9
Rabbit Key Basin,2000-10-09,4,2,Modulus modulus,7.1,10.3,0.276,16.3
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,10.2,13.7,0.864,55.2
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,12.6,14.9,1.165,85
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,8.6,11.9,0.491,28.9
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,10.8,13.9,0.935,59.4
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,9,12.5,0.595,35.9
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,10,13.9,0.875,59.4
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,10.8,14,0.868,61.5
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,8,11.1,0.405,21.7
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,9.8,14.2,0.743,66.1
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,9.4,12.7,0.615,38.5
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,10.5,14.4,0.847,71.1
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,9.8,13.2,0.696,46.1
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,9.9,13.7,0.672,55.2
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,10.6,13.5,0.807,51.4
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,10,13.7,0.778,55.2
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,9.2,13.3,0.612,47.8
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,7.5,11.2,0.355,22.5
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,8.9,12.3,NA,33.4
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,11.1,14.9,1.049,85
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,10.3,13.3,0.729,47.8
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,10.4,14,0.83,61.5
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,9.8,13.2,0.734,46.1
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,7.3,10.7,0.313,18.8
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,8.1,11.5,0.436,25
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,6,9.1,0.159,10.6
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,9.8,14.5,1.184,73.7
Rabbit Key Basin,2000-10-09,5,3,Modulus modulus,6,8.5,0.154,8.5
Rabbit Key Basin,2000-10-09,1,1,Tegula fasciata,9.2,12,0.614,44.3
Rabbit Key Basin,2000-10-09,1,1,Tegula fasciata,10.8,12.8,0.926,56.7
Rabbit Key Basin,2000-10-09,1,1,Tegula fasciata,9.7,12.5,0.856,51.7
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,11.4,14.8,1.27,105
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,10.2,12.8,0.914,56.7
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,10.1,13.1,0.84,62.2
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,10.7,13.9,1.107,79.6
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,9.2,11.9,0.632,43
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,10.7,13.2,0.966,64.1
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,11.2,14.1,1.216,84.6
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,10.7,12.9,0.928,58.5
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,10.4,13.3,0.946,66.1
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,9.3,12.3,0.675,48.6
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,8.6,12.2,0.614,47.1
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,8.6,12,0.599,44.3
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,10.5,13.5,0.99,70.3
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,10.5,12.8,0.9,56.7
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,10.9,13.1,0.99,62.2
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,8.1,11.1,0.509,33.6
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,9,11.5,0.551,38
Rabbit Key Basin,2000-10-09,2,1,Tegula fasciata,9.5,12.7,0.758,55
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,10.5,13.7,1.037,74.8
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,10.5,12.9,0.921,58.5
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,10.4,13,0.876,60.3
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,10.2,13,0.89,60.3
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,8.8,12.8,0.723,56.7
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,10.8,14,1.203,82
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,9.5,12.3,0.7,48.6
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,11.3,14,1.116,82
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,11,13.3,1.024,66.1
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,10.1,13.3,0.86,66.1
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,10,12.8,0.815,56.7
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,9.2,12.7,0.764,55
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,10.5,12.5,0.814,51.7
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,9,11.7,0.612,40.4
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,9.2,12,0.69,44.3
Rabbit Key Basin,2000-10-09,3,1,Tegula fasciata,9.2,12.7,0.739,55
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,9.4,12.5,0.724,51.7
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,12.1,14.3,1.41,90
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,12.6,14.8,1.513,105
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,11.1,14.3,1.227,90
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,11.8,14.5,1.253,95.7
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,11,14,1.165,82
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,11.7,13.8,1.226,77.1
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,11.8,14.8,1.28,105
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,10.3,13.4,0.978,68.2
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,11.2,14,1.16,82
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,11.3,13.4,1.088,68.2
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,10,13.2,0.881,64.1
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,10.4,13.2,0.916,64.1
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,9.1,12.5,0.768,51.7
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,11.3,13.7,1.168,74.8
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,10.6,13,0.974,60.3
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,9.3,12.5,0.749,51.7
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,9.1,11.7,0.694,40.4
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,10.2,12.5,0.855,51.7
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,10.2,13.3,1.015,66.1
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,5.5,8,0.155,12.9
Rabbit Key Basin,2000-10-09,4,2,Tegula fasciata,11.4,13.5,1.157,70.3
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,11.1,13.1,1.017,62.2
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,11.2,13.3,1.053,66.1
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,11.7,14.9,1.347,108.3
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,11.3,13.7,1.075,74.8
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,11.5,14.3,1.168,90
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,9,12.5,0.681,51.7
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,10,12.4,0.762,50.1
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,9.7,13,0.827,60.3
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,10.5,13.7,1.047,74.8
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,10.5,13.2,0.931,64.1
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,10.3,12.8,0.869,56.7
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,10.5,13.8,1.119,77.1
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,10.9,14.2,1.194,87.3
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,10.7,14.3,1.121,90
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,10.7,12.6,0.88,53.3
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,8.8,11.5,0.585,38
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,9.3,12.5,0.781,51.7
Rabbit Key Basin,2000-10-09,5,3,Tegula fasciata,9.2,12,0.674,44.3
Rabbit Key Basin,2000-10-09,3,1,Tricolia thalassicola,3.2,2.6,0.012,NA
Rabbit Key Basin,2000-10-09,4,2,Tricolia thalassicola,2.9,2,0.009,NA
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,15.8,14.1,1.282,117.2
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,14.3,11.9,0.799,80.3
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,14.2,12.3,0.883,78.3
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,12.4,10.8,0.661,49.8
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,13.3,11.5,0.767,62.5
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,16.6,14.5,1.369,143.3
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,16.6,14.1,1.37,143.3
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,14.1,11.7,0.792,76.4
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,15.8,13.4,1.143,117.2
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,15.5,13.9,1.221,108.7
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,16.9,14.5,1.431,154.5
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,15.6,14,1.213,111.4
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,15.8,13.6,1.225,117.2
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,12.8,10.9,0.709,55.1
Rabbit Key Basin,2000-10-09,1,1,Turbo castanea,13.9,12.2,0.905,72.7
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,15.1,13.6,1.156,98.3
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,14.9,12.4,0.955,93.4
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,15.3,13,1.181,103.3
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,15.5,13.9,1.116,108.7
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,16.9,14.3,1.375,154.5
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,15.2,13.7,1.241,100.8
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,14.2,12,0.838,78.3
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,15.5,12.8,1.012,108.7
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,13.6,12.1,0.792,67.4
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,15.8,13.5,1.177,117.2
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,13.2,11.5,0.748,60.9
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,11.9,11.1,0.596,43.9
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,12.5,11.1,0.603,51.1
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,15.6,13,1.084,111.4
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,14.4,12.3,0.989,82.4
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,13.1,12.3,0.856,59.4
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,11.5,10,0.486,39.7
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,15,12.8,1.029,95.8
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,17,15,1.559,158.5
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,8,7.3,0.186,16.5
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,8.6,7.8,0.23,19.1
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,11.8,10.3,0.522,42.8
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,15.4,13.2,1.104,106
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,12.4,11.1,0.696,49.8
Rabbit Key Basin,2000-10-09,2,1,Turbo castanea,12,10.5,0.547,45
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,17.5,14.8,1.587,179.7
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,13.9,12.1,0.795,72.7
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,15.7,13.3,1.142,114.3
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,14.6,13.1,1.003,86.6
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,10.5,9.1,0.364,30.9
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,16.9,14.5,1.466,154.5
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,15.2,13,1.145,100.8
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,15.7,13.1,1.086,114.3
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,16.5,14.1,1.284,139.8
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,15.2,13.8,1.204,100.8
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,16.3,13.8,1.208,132.9
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,16.4,13.8,1.303,136.3
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,14.3,12.4,0.958,80.3
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,17.8,15,1.669,193.8
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,16.1,13.6,1.173,126.4
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,14,12.2,0.843,74.5
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,10.9,9.5,0.428,34.2
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,11.7,9.8,0.478,41.8
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,10.8,13.6,1.04,33.3
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,9.1,12.5,0.669,21.7
Rabbit Key Basin,2000-10-09,3,1,Turbo castanea,10.5,13.3,0.973,30.9
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,17.9,15.5,1.864,198.8
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,15.8,13.2,1.166,117.2
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,13.9,12.6,0.933,72.7
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,16.1,13.5,1.224,126.4
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,16.8,14.9,1.561,150.7
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,17,14.2,1.353,158.5
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,15.5,13.9,1.221,108.7
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,14.3,12.8,0.984,80.3
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,15,12.9,1.019,95.8
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,14.9,12.7,1.01,93.4
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,16.3,14.3,1.447,132.9
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,13.9,12.2,0.903,72.7
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,15.7,13.3,1.184,114.3
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,15.6,13.2,1.185,111.4
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,15.9,13.7,1.211,120.2
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,14.9,12.8,1.042,93.4
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,13.5,11.9,0.801,65.7
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,13.5,12.2,0.868,65.7
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,16.5,13.7,1.229,139.8
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,16.7,13.7,1.447,147
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,14.8,12.6,0.98,91.1
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,15.3,12.5,0.953,103.3
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,16.7,13.9,1.378,147
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,14,12,0.852,74.5
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,8.7,8.2,0.246,19.6
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,14.5,12.4,0.876,84.5
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,14.1,12.3,0.874,76.4
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,11.8,10.2,0.592,42.8
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,12.9,11.2,0.716,56.5
Rabbit Key Basin,2000-10-09,4,2,Turbo castanea,16.1,14.2,NA,126.4
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,15.5,13.2,1.128,108.7
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,13.5,12.3,0.872,65.7
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,16.1,14.7,1.406,126.4
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,17.6,14.9,1.59,184.3
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,17.8,16,1.819,193.8
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,15.6,13.7,1.225,111.4
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,15.1,13.1,1.003,98.3
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,13.7,12.7,0.978,69.1
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,14,12,0.807,74.5
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,13.8,11.8,0.776,70.8
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,12.4,11.1,0.657,49.8
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,15.2,13.2,NA,100.8
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,17,14.6,1.455,158.5
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,15.1,13.4,1.139,98.3
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,14.8,12.5,0.929,91.1
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,13,11.7,0.802,57.9
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,16,13.7,1.208,123.2
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,10.7,9.8,0.426,32.5
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,15.8,14,1.364,117.2
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,15.4,14,1.254,106
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,12.7,11.2,0.648,53.7
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,9.1,8.4,0.295,21.7
Rabbit Key Basin,2000-10-09,5,3,Turbo castanea,10.7,9.7,0.444,32.5
Rabbit Key Basin,2000-10-09,1,1,Zafrona taylorae,7.7,3.2,0.042,NA
Rabbit Key Basin,2000-10-09,1,1,Zafrona taylorae,7.7,3.7,0.05,NA
Rabbit Key Basin,2000-10-09,1,1,Zafrona taylorae,9.3,4.6,0.092,NA
Rabbit Key Basin,2000-10-09,2,1,Zafrona taylorae,8.1,3.8,0.057,NA
Rabbit Key Basin,2000-10-09,2,1,Zafrona taylorae,8,3.5,0.045,NA
Rabbit Key Basin,2000-10-09,2,1,Zafrona taylorae,8.6,4.3,0.065,NA
Rabbit Key Basin,2000-10-09,2,1,Zafrona taylorae,9.2,4.3,0.075,NA
Rabbit Key Basin,2000-10-09,3,1,Zafrona taylorae,8.4,4,0.053,NA
Rabbit Key Basin,2000-10-09,3,1,Zafrona taylorae,8.7,4.2,0.066,NA
Rabbit Key Basin,2000-10-09,3,1,Zafrona taylorae,8.6,4.1,0.075,NA
Rabbit Key Basin,2000-10-09,3,1,Zafrona taylorae,8.2,3.3,0.049,NA
Rabbit Key Basin,2000-10-09,3,1,Zafrona taylorae,8.8,4.2,0.068,NA
