year,section,species,length_1_mm,weight_g
2010,OG,Coastal giant salamander,31,1.38
2010,OG,Coastal giant salamander,42,3.6
2010,OG,Coastal giant salamander,48,4.38
2010,OG,Coastal giant salamander,32,1.23
2010,OG,Coastal giant salamander,39,2.42
2010,OG,Coastal giant salamander,55,6.26
2010,OG,Coastal giant salamander,56,6.32
2010,OG,Coastal giant salamander,63,8.09
2010,OG,Coastal giant salamander,52,5.62
2010,OG,Coastal giant salamander,26,0.57
2010,OG,Coastal giant salamander,71,9.14
2010,OG,Coastal giant salamander,66,10.91
2010,OG,Coastal giant salamander,72,14.23
2010,OG,Coastal giant salamander,80,19.36
2010,OG,Coastal giant salamander,82,20.28
2010,OG,Coastal giant salamander,120,51.01
2011,CC,Cutthroat trout,45,1
2011,CC,Cutthroat trout,35,0.4
2011,CC,Cutthroat trout,38,0.6
2011,CC,Cutthroat trout,45,1
2011,CC,Cutthroat trout,39,0.5
2011,CC,Cutthroat trout,43,0.8
2011,CC,Cutthroat trout,81,5.9
2011,CC,Cutthroat trout,140,33.7
2011,CC,Cutthroat trout,147,34.6
2011,CC,Cutthroat trout,108,13.3
2011,CC,Cutthroat trout,135,26.7
2011,CC,Cutthroat trout,49,1.2
2011,CC,Cutthroat trout,43,0.9
2011,CC,Cutthroat trout,49,1.1
2011,CC,Cutthroat trout,87,7.1
2011,CC,Cutthroat trout,82,5.8
2011,CC,Cutthroat trout,157,41.9
2011,CC,Cutthroat trout,127,20.8
2011,CC,Cutthroat trout,42,1
2011,CC,Cutthroat trout,38,0.7
2011,CC,Cutthroat trout,41,0.7
2011,CC,Cutthroat trout,47,1.2
2011,CC,Cutthroat trout,39,0.7
2011,CC,Cutthroat trout,77,5
2011,CC,Cutthroat trout,111,15
2011,CC,Cutthroat trout,99,10.4
2011,CC,Cutthroat trout,113,14.4
2011,CC,Coastal giant salamander,37,2
2011,CC,Coastal giant salamander,34,1.6
2011,CC,Coastal giant salamander,59,7.6
2011,CC,Coastal giant salamander,52,5.1
2011,CC,Coastal giant salamander,64,10
2011,CC,Coastal giant salamander,66,10.4
2011,CC,Coastal giant salamander,66,9.6
2011,CC,Cutthroat trout,128,21.5
2011,CC,Coastal giant salamander,70,10.4
2011,CC,Coastal giant salamander,65,11.5
2011,CC,Coastal giant salamander,62,8.8
2011,CC,Coastal giant salamander,51,4.9
2011,CC,Coastal giant salamander,52,5.8
2011,CC,Coastal giant salamander,39,2.2
2011,CC,Coastal giant salamander,58,8
2011,CC,Coastal giant salamander,61,7.5
2011,CC,Coastal giant salamander,69,11.7
2011,CC,Coastal giant salamander,66,9.5
2011,CC,Coastal giant salamander,71,13.2
2011,CC,Coastal giant salamander,73,14.4
2011,CC,Coastal giant salamander,117,48.7
2011,CC,Cutthroat trout,37,0.4
2011,CC,Cutthroat trout,42,0.7
2011,CC,Cutthroat trout,34,0.4
2011,CC,Cutthroat trout,42,0.7
2011,CC,Cutthroat trout,45,0.9
2011,CC,Cutthroat trout,51,1.2
2011,CC,Cutthroat trout,50,1.4
2011,CC,Cutthroat trout,28,0.2
2011,CC,Cutthroat trout,46,1.3
2011,CC,Cutthroat trout,39,0.6
2011,CC,Cutthroat trout,44,1
2011,CC,Cutthroat trout,40,0.7
2011,CC,Cutthroat trout,49,1.1
2011,CC,Cutthroat trout,46,1.1
2011,CC,Cutthroat trout,40,0.7
2011,CC,Cutthroat trout,38,0.5
2011,CC,Cutthroat trout,38,0.5
2011,CC,Cutthroat trout,32,0.4
2011,CC,Cutthroat trout,43,1
2011,CC,Cutthroat trout,45,0.9
2011,CC,Cutthroat trout,46,1
2011,CC,Cutthroat trout,42,0.7
2011,CC,Cutthroat trout,39,0.6
2011,CC,Cutthroat trout,76,4.2
2011,CC,Cutthroat trout,41,0.6
2011,CC,Cutthroat trout,81,5.2
2011,CC,Cutthroat trout,88,6.7
2011,CC,Cutthroat trout,77,5.2
2011,CC,Cutthroat trout,85,6.7
2011,CC,Cutthroat trout,88,8.9
2011,CC,Cutthroat trout,87,6.9
2011,CC,Cutthroat trout,116,16.3
2011,CC,Cutthroat trout,100,9.6
2011,CC,Cutthroat trout,31,0.3
2011,CC,Cutthroat trout,36,0.6
2011,CC,Cutthroat trout,103,10.4
2011,CC,Cutthroat trout,101,11.4
2011,CC,Cutthroat trout,130,26.9
2011,CC,Cutthroat trout,167,49.2
2011,CC,Coastal giant salamander,51,7
2011,CC,Coastal giant salamander,35,2
2011,CC,Coastal giant salamander,65,10.9
2011,CC,Coastal giant salamander,59,7.5
2011,CC,Coastal giant salamander,54,6
2011,CC,Coastal giant salamander,67,10.3
2011,CC,Coastal giant salamander,67,10.7
2011,CC,Coastal giant salamander,58,7.8
2011,CC,Coastal giant salamander,91,28
2011,CC,Cutthroat trout,30,0.2
2011,CC,Cutthroat trout,39,0.6
2011,CC,Cutthroat trout,46,1
2011,CC,Cutthroat trout,30,0.3
2011,CC,Cutthroat trout,122,17.9
2011,CC,Cutthroat trout,130,22.3
2011,CC,Cutthroat trout,123,20.5
2011,CC,Cutthroat trout,95,9.3
2011,CC,Cutthroat trout,97,10.6
2011,CC,Cutthroat trout,88,7.2
2011,CC,Coastal giant salamander,55,6.7
2011,CC,Coastal giant salamander,52,4.6
2011,CC,Coastal giant salamander,51,5.1
2011,CC,Coastal giant salamander,78,17.3
2011,CC,Coastal giant salamander,75,13.5
2011,CC,Coastal giant salamander,79,17.6
2011,CC,Coastal giant salamander,50,5.2
2011,CC,Coastal giant salamander,49,4.3
2011,CC,Coastal giant salamander,35,1.5
2011,CC,Coastal giant salamander,50,4.6
2011,CC,Coastal giant salamander,55,5.7
2011,CC,Coastal giant salamander,59,7.4
2011,CC,Coastal giant salamander,34,1.6
2011,CC,Coastal giant salamander,72,13.3
2011,CC,Coastal giant salamander,67,10.7
2011,CC,Coastal giant salamander,69,12.7
2011,CC,Coastal giant salamander,72,12.5
2011,CC,Coastal giant salamander,67,11.2
2011,CC,Coastal giant salamander,42,3.2
2011,CC,Coastal giant salamander,44,3.2
2011,CC,Coastal giant salamander,42,3.5
2011,CC,Coastal giant salamander,32,1.3
2011,CC,Coastal giant salamander,37,1.9
2011,CC,Coastal giant salamander,44,2.8
2011,CC,Coastal giant salamander,24,0.6
2011,CC,Coastal giant salamander,62,11.6
2011,CC,Coastal giant salamander,75,15.7
2011,CC,Cutthroat trout,39,0.6
2011,CC,Cutthroat trout,121,23.1
2011,CC,Cutthroat trout,46,0.9
2011,CC,Cutthroat trout,31,0.2
2011,CC,Cutthroat trout,39,0.9
2011,CC,Cutthroat trout,45,1.1
2011,CC,Cutthroat trout,40,0.8
2011,CC,Cutthroat trout,113,18
2011,CC,Cutthroat trout,138,29
2011,CC,Coastal giant salamander,41,3.1
2011,CC,Coastal giant salamander,42,3
2011,CC,Coastal giant salamander,54,6.1
2011,CC,Coastal giant salamander,40,2.4
2011,CC,Coastal giant salamander,45,2.8
2011,CC,Coastal giant salamander,59,7.1
2011,CC,Coastal giant salamander,53,6.1
2011,CC,Coastal giant salamander,45,3
2011,CC,Coastal giant salamander,70,12.4
2011,CC,Coastal giant salamander,40,1.8
2011,CC,Coastal giant salamander,59,7.4
2011,CC,Coastal giant salamander,63,9
2011,CC,Coastal giant salamander,74,14.1
2011,CC,Coastal giant salamander,62,8.4
2011,CC,Coastal giant salamander,69,11.6
2011,CC,Coastal giant salamander,58,7.4
2011,CC,Coastal giant salamander,41,2.3
2011,CC,Coastal giant salamander,70,9.5
2011,CC,Coastal giant salamander,60,8.5
2011,CC,Coastal giant salamander,36,2.1
2011,CC,Coastal giant salamander,37,2
2011,CC,Coastal giant salamander,44,2.4
2011,CC,Coastal giant salamander,70,13.1
2011,CC,Coastal giant salamander,77,16.9
2011,CC,Coastal giant salamander,55,8.5
2011,CC,Coastal giant salamander,63,9.2
2011,CC,Coastal giant salamander,71,12.5
2011,CC,Coastal giant salamander,78,17.9
2011,CC,Coastal giant salamander,63,9.9
2011,CC,Coastal giant salamander,55,6.1
2011,CC,Coastal giant salamander,62,8.9
2011,CC,Coastal giant salamander,80,17.1
2011,CC,Coastal giant salamander,99,30.7
2011,CC,Cutthroat trout,38,0.6
2011,CC,Cutthroat trout,37,0.5
2011,CC,Cutthroat trout,85,6.2
2011,CC,Cutthroat trout,98,9.4
2011,CC,Cutthroat trout,108,13.8
2011,CC,Cutthroat trout,116,16.8
2011,CC,Cutthroat trout,121,20.2
2011,CC,Cutthroat trout,142,30.8
2011,CC,Coastal giant salamander,61,9.9
2011,CC,Coastal giant salamander,81,15.1
2011,CC,Coastal giant salamander,70,12.2
2011,CC,Cutthroat trout,45,0.8
2011,CC,Cutthroat trout,45,1
2011,CC,Cutthroat trout,45,0.9
2011,CC,Cutthroat trout,47,1.2
2011,CC,Cutthroat trout,45,1
2011,CC,Cutthroat trout,41,0.7
2011,CC,Cutthroat trout,36,0.5
2011,CC,Cutthroat trout,50,1.3
2011,CC,Cutthroat trout,35,0.4
2011,CC,Cutthroat trout,36,0.3
2011,CC,Cutthroat trout,41,0.8
2011,CC,Cutthroat trout,42,0.8
2011,CC,Cutthroat trout,44,0.8
2011,CC,Cutthroat trout,46,0.9
2011,CC,Cutthroat trout,39,0.6
2011,CC,Cutthroat trout,53,1.5
2011,CC,Cutthroat trout,45,1
2011,CC,Cutthroat trout,78,5.2
2011,CC,Cutthroat trout,93,8.5
2011,CC,Cutthroat trout,115,17.6
2011,CC,Cutthroat trout,112,14.7
2011,CC,Cutthroat trout,118,17.5
2011,CC,Cutthroat trout,47,1.2
2011,CC,Cutthroat trout,140,29
2011,CC,Cutthroat trout,33,0.3
2011,CC,Cutthroat trout,85,6.7
2011,CC,Cutthroat trout,113,14.8
2011,CC,Cutthroat trout,127,24.2
2011,CC,Cutthroat trout,139,28.3
2011,CC,Cutthroat trout,144,33.3
2011,CC,Cutthroat trout,36,0.4
2011,CC,Cutthroat trout,40,0.6
2011,CC,Cutthroat trout,44,1
2011,CC,Cutthroat trout,34,0.4
2011,CC,Cutthroat trout,36,0.5
2011,CC,Cutthroat trout,115,15.5
2011,CC,Cutthroat trout,116,15.3
2011,CC,Cutthroat trout,77,6.2
2011,CC,Cutthroat trout,73,4.1
2011,CC,Cutthroat trout,89,7.5
2011,CC,Cutthroat trout,98,9.8
2011,CC,Cutthroat trout,132,24.3
2011,CC,Cutthroat trout,115,17
2011,CC,Cutthroat trout,167,47.8
2011,CC,Cutthroat trout,118,17.7
2011,CC,Cutthroat trout,44,1.5
2011,CC,Cutthroat trout,35,0.5
2011,CC,Cutthroat trout,34,0.5
2011,CC,Cutthroat trout,38,0.5
2011,CC,Cutthroat trout,37,0.5
2011,CC,Cutthroat trout,87,6.7
2011,CC,Cutthroat trout,145,29.9
2011,CC,Coastal giant salamander,35,1.6
2011,CC,Coastal giant salamander,32,1.3
2011,CC,Cutthroat trout,115,16.6
2011,CC,Coastal giant salamander,44,2.7
2011,CC,Coastal giant salamander,53,6.5
2011,CC,Coastal giant salamander,32,1.7
2011,CC,Coastal giant salamander,52,4.7
2011,CC,Coastal giant salamander,59,7.4
2011,CC,Coastal giant salamander,43,3.2
2011,CC,Coastal giant salamander,59,7.3
2011,CC,Coastal giant salamander,42,3
2011,CC,Coastal giant salamander,68,10.9
2011,CC,Coastal giant salamander,80,17.2
2011,CC,Coastal giant salamander,69,13
2011,CC,Cutthroat trout,43,0.7
2011,CC,Cutthroat trout,39,0.6
2011,CC,Coastal giant salamander,45,3.1
2011,CC,Coastal giant salamander,30,1.2
2011,CC,Coastal giant salamander,38,2.5
2011,CC,Coastal giant salamander,49,5
2011,CC,Coastal giant salamander,35,1.7
2011,CC,Coastal giant salamander,47,4.2
2011,CC,Coastal giant salamander,43,3.4
2011,CC,Coastal giant salamander,60,7.5
2011,CC,Coastal giant salamander,61,9.7
2011,CC,Coastal giant salamander,41,4
2011,CC,Coastal giant salamander,58,8.1
2011,CC,Coastal giant salamander,39,2
2011,CC,Coastal giant salamander,21,0.5
2011,CC,Coastal giant salamander,79,15.7
2011,CC,Coastal giant salamander,80,16.5
2011,CC,Coastal giant salamander,49,4.6
2011,CC,Coastal giant salamander,48,4.1
2011,CC,Coastal giant salamander,23,0.4
2011,CC,Coastal giant salamander,72,16.3
2011,CC,Coastal giant salamander,81,17.1
2011,CC,Coastal giant salamander,62,9.3
2011,CC,Coastal giant salamander,40,2.4
2011,CC,Coastal giant salamander,24,0.4
2011,CC,Coastal giant salamander,49,4.1
2011,CC,Coastal giant salamander,46,4.7
2011,CC,Coastal giant salamander,45,3.8
2011,CC,Coastal giant salamander,39,2
2011,CC,Coastal giant salamander,44,3.5
2011,CC,Coastal giant salamander,59,8.2
2011,CC,Coastal giant salamander,69,11.3
2011,CC,Coastal giant salamander,82,20
2011,CC,Coastal giant salamander,65,9.8
2011,CC,Coastal giant salamander,35,1.4
2011,CC,Coastal giant salamander,56,6.4
2011,CC,Coastal giant salamander,72,15.6
2011,CC,Coastal giant salamander,120,55.9
2011,CC,Cutthroat trout,38,0.6
2011,CC,Cutthroat trout,43,0.9
2011,CC,Cutthroat trout,36,0.5
2011,CC,Cutthroat trout,40,0.7
2011,CC,Cutthroat trout,34,0.5
2011,CC,Cutthroat trout,37,0.6
2011,CC,Cutthroat trout,87,7.2
2011,CC,Cutthroat trout,40,0.5
2011,CC,Cutthroat trout,33,0.5
2011,CC,Coastal giant salamander,59,9.1
2011,CC,Coastal giant salamander,45,3.6
2011,CC,Coastal giant salamander,52,6.2
2011,CC,Coastal giant salamander,52,5.6
2011,CC,Coastal giant salamander,49,5.5
2011,CC,Coastal giant salamander,46,3.6
2011,CC,Cutthroat trout,158,38.6
2011,CC,Coastal giant salamander,42,3.2
2011,CC,Coastal giant salamander,47,4.2
2011,CC,Coastal giant salamander,52,5.9
2011,CC,Coastal giant salamander,37,1.8
2011,CC,Coastal giant salamander,45,4
2011,CC,Coastal giant salamander,61,8.2
2011,CC,Coastal giant salamander,57,6.9
2011,CC,Coastal giant salamander,65,11.4
2011,CC,Coastal giant salamander,62,9.7
2011,CC,Coastal giant salamander,58,8.2
2011,CC,Coastal giant salamander,41,2.4
2011,CC,Coastal giant salamander,70,10.8
2011,CC,Coastal giant salamander,75,16.1
2011,CC,Coastal giant salamander,31,1.3
2011,CC,Coastal giant salamander,75,14.3
2011,CC,Coastal giant salamander,72,12.5
2011,CC,Coastal giant salamander,73,14.2
2011,CC,Coastal giant salamander,68,12.5
2011,CC,Coastal giant salamander,72,13.4
2011,CC,Coastal giant salamander,118,50.6
2011,CC,Cutthroat trout,40,0.71
2011,CC,Cutthroat trout,42,1
2011,CC,Cutthroat trout,47,1.1
2011,CC,Cutthroat trout,47,1.05
2011,CC,Cutthroat trout,43,0.75
2011,CC,Cutthroat trout,36,0.51
2011,CC,Cutthroat trout,42,1.1
2011,CC,Cutthroat trout,40,0.65
2011,CC,Cutthroat trout,113,14.82
2011,CC,Cutthroat trout,87,6.74
2011,CC,Cutthroat trout,132,24.8
2011,CC,Cutthroat trout,113,16
2011,CC,Cutthroat trout,116,15.9
2011,CC,Cutthroat trout,128,23.43
2011,CC,Cutthroat trout,88,7.58
2011,CC,Cutthroat trout,83,6.27
2011,CC,Cutthroat trout,178,65.58
2011,CC,Cutthroat trout,104,11.17
2011,CC,Cutthroat trout,146,32.89
2011,CC,Cutthroat trout,116,16.63
2011,CC,Cutthroat trout,140,28.63
2011,CC,Cutthroat trout,36,0.51
2011,CC,Coastal giant salamander,63,11.25
2011,CC,Coastal giant salamander,61,9
2011,CC,Cutthroat trout,126,21.2
2011,CC,Cutthroat trout,143,31.13
2011,CC,Cutthroat trout,108,15.14
2011,CC,Cutthroat trout,163,44.15
2011,CC,Cutthroat trout,92,7.78
2011,CC,Cutthroat trout,95,9.4
2011,CC,Cutthroat trout,86,7.61
2011,CC,Cutthroat trout,130,21.74
2011,CC,Cutthroat trout,136,26.26
2011,CC,Coastal giant salamander,38,2.47
2011,CC,Cutthroat trout,45,1.15
2011,CC,Cutthroat trout,44,1.15
2011,CC,Cutthroat trout,41,0.67
2011,CC,Cutthroat trout,40,0.86
2011,CC,Cutthroat trout,44,0.77
2011,CC,Cutthroat trout,46,1.11
2011,CC,Cutthroat trout,33,0.49
2011,CC,Cutthroat trout,80,5.1
2011,CC,Coastal giant salamander,55,9.25
2011,CC,Cutthroat trout,43,0.77
2011,CC,Cutthroat trout,44,1.12
2011,CC,Cutthroat trout,44,1.04
2011,CC,Cutthroat trout,31,0.36
2011,CC,Cutthroat trout,40,0.74
2011,CC,Cutthroat trout,93,8.57
2011,CC,Cutthroat trout,137,26.1
2011,CC,Cutthroat trout,126,21.73
2011,CC,Coastal giant salamander,108,43.51
2011,CC,Coastal giant salamander,88,13.5
2011,CC,Coastal giant salamander,72,11.82
2011,CC,Coastal giant salamander,69,12.26
2011,CC,Coastal giant salamander,47,4.26
2011,CC,Cutthroat trout,38,0.64
2011,CC,Cutthroat trout,41,0.77
2011,CC,Cutthroat trout,102,10.55
2011,CC,Cutthroat trout,153,32.92
2011,CC,Cutthroat trout,82,6.38
2011,CC,Cutthroat trout,80,5.09
2011,CC,Cutthroat trout,84,6.35
2011,CC,Cutthroat trout,38,0.78
2011,CC,Coastal giant salamander,97,29.4
2011,CC,Coastal giant salamander,70,14.47
2011,CC,Cutthroat trout,80,6.67
2011,CC,Cutthroat trout,89,8.16
2011,CC,Cutthroat trout,90,8.01
2011,CC,Cutthroat trout,124,17.85
2011,CC,Cutthroat trout,124,20.99
2011,CC,Cutthroat trout,156,42.24
2011,CC,Cutthroat trout,110,14.8
2011,CC,Coastal giant salamander,89,22.49
2011,CC,Coastal giant salamander,59,9.79
2011,CC,Coastal giant salamander,61,9.1
2011,CC,Coastal giant salamander,58,6.99
2011,CC,Coastal giant salamander,61,9.39
2011,CC,Coastal giant salamander,50,4.93
2011,CC,Coastal giant salamander,52,5.98
2011,CC,Coastal giant salamander,62,8.45
2011,CC,Coastal giant salamander,38,2.42
2011,CC,Cutthroat trout,84,6.28
2011,CC,Cutthroat trout,114,16.43
2011,CC,Cutthroat trout,132,26.99
2011,CC,Cutthroat trout,118,16.36
2011,CC,Cutthroat trout,166,51.27
2011,CC,Coastal giant salamander,75,15.99
2011,CC,Coastal giant salamander,64,9.54
2011,CC,Cutthroat trout,124,16.43
2011,CC,Cutthroat trout,127,23.56
2011,CC,Cutthroat trout,96,9.82
2011,CC,Coastal giant salamander,54,6.32
2011,CC,Coastal giant salamander,56,6.47
2011,CC,Coastal giant salamander,48,4.33
2011,CC,Coastal giant salamander,58,6.72
2011,CC,Coastal giant salamander,40,2.58
2011,CC,Coastal giant salamander,47,4.09
2011,CC,Cutthroat trout,37,0.57
2011,CC,Cutthroat trout,88,7.33
2011,CC,Cutthroat trout,108,12.18
2011,CC,Cutthroat trout,113,14.21
2011,CC,Cutthroat trout,134,23.72
2011,CC,Cutthroat trout,114,16.2
2011,CC,Cutthroat trout,89,7.27
2011,CC,Cutthroat trout,38,0.73
2011,CC,Coastal giant salamander,119,51.15
2011,CC,Coastal giant salamander,41,2.51
2011,CC,Cutthroat trout,78,5.12
2011,CC,Cutthroat trout,80,5.98
2011,CC,Cutthroat trout,90,8.16
2011,CC,Cutthroat trout,191,77.78
2011,CC,Cutthroat trout,158,44.24
2011,CC,Cutthroat trout,103,11.42
2011,CC,Cutthroat trout,123,20.35
2011,CC,Cutthroat trout,115,16.08
2011,CC,Cutthroat trout,130,23.25
2011,CC,Cutthroat trout,144,36.73
2011,CC,Cutthroat trout,147,35.6
2011,CC,Cutthroat trout,119,19.15
2011,CC,Cutthroat trout,34,0.41
2011,CC,Cutthroat trout,43,1.08
2011,CC,Cutthroat trout,44,1.22
2011,CC,Cutthroat trout,37,0.51
2011,CC,Cutthroat trout,79,5.05
2011,CC,Cutthroat trout,172,56.35
2011,CC,Cutthroat trout,162,49.01
2011,CC,Cutthroat trout,122,18.96
2011,CC,Cutthroat trout,109,14.33
2011,CC,Cutthroat trout,85,6.72
2011,CC,Cutthroat trout,85,6.97
2011,CC,Cutthroat trout,108,13.83
2011,CC,Cutthroat trout,80,5.9
2011,CC,Cutthroat trout,105,13.07
2011,CC,Cutthroat trout,120,15.86
2011,CC,Cutthroat trout,130,22.88
2011,CC,Cutthroat trout,125,20.87
2011,CC,Coastal giant salamander,120,51.18
2011,CC,Coastal giant salamander,94,26.16
2011,CC,Coastal giant salamander,72,14.84
2011,CC,Coastal giant salamander,33,2.04
2011,CC,Coastal giant salamander,70,12.32
2011,CC,Coastal giant salamander,74,13.77
2011,CC,Coastal giant salamander,65,11.75
2011,CC,Coastal giant salamander,57,6.45
2011,CC,Coastal giant salamander,58,8.32
2011,CC,Cutthroat trout,33,0.53
2011,CC,Cutthroat trout,45,1.25
2011,CC,Cutthroat trout,35,0.67
2011,CC,Cutthroat trout,30,0.35
2011,CC,Cutthroat trout,46,1.3
2011,CC,Cutthroat trout,42,1.18
2011,CC,Cutthroat trout,40,0.86
2011,CC,Cutthroat trout,29,0.28
2011,CC,Cutthroat trout,37,0.52
2011,CC,Cutthroat trout,27,0.2
2011,CC,Cutthroat trout,40,0.59
2011,CC,Cutthroat trout,38,0.48
2011,CC,Cutthroat trout,40,1.06
2011,CC,Cutthroat trout,37,0.81
2011,CC,Cutthroat trout,35,0.46
2011,CC,Cutthroat trout,35,0.59
2011,CC,Coastal giant salamander,55,4.57
2011,CC,Coastal giant salamander,45,3.56
2011,CC,Coastal giant salamander,36,1.85
2011,CC,Coastal giant salamander,38,2.06
2011,CC,Coastal giant salamander,37,2.01
2011,CC,Coastal giant salamander,40,2.99
2011,CC,Coastal giant salamander,55,5.86
2011,CC,Coastal giant salamander,57,8.07
2011,CC,Coastal giant salamander,58,8.03
2011,CC,Cutthroat trout,95,9.71
2011,CC,Coastal giant salamander,44,3.34
2011,CC,Coastal giant salamander,33,1.85
2011,CC,Coastal giant salamander,78,18.75
2011,CC,Cutthroat trout,38,0.66
2011,CC,Cutthroat trout,43,0.89
2011,CC,Cutthroat trout,37,0.62
2011,CC,Cutthroat trout,36,0.51
2011,CC,Cutthroat trout,41,0.91
2011,CC,Cutthroat trout,45,1.23
2011,CC,Cutthroat trout,80,5.89
2011,CC,Cutthroat trout,83,6.87
2011,CC,Cutthroat trout,95,9.83
2011,CC,Cutthroat trout,123,21.58
2011,CC,Coastal giant salamander,35,1.7
2011,CC,Coastal giant salamander,44,4.01
2011,CC,Coastal giant salamander,65,10.92
2011,CC,Coastal giant salamander,65,11.66
2011,CC,Coastal giant salamander,61,9.54
2011,CC,Coastal giant salamander,63,9.3
2011,CC,Coastal giant salamander,71,15.33
2011,CC,Cutthroat trout,112,14.65
2011,CC,Cutthroat trout,139,29.97
2011,CC,Cutthroat trout,46,1.24
2011,CC,Cutthroat trout,48,1.29
2011,CC,Cutthroat trout,140,28.95
2011,CC,Coastal giant salamander,55,6.25
2011,CC,Coastal giant salamander,52,6.21
2011,CC,Coastal giant salamander,53,6.29
2011,CC,Coastal giant salamander,68,13.2
2011,CC,Coastal giant salamander,70,12.64
2011,CC,Cutthroat trout,43,1.13
2011,CC,Coastal giant salamander,42,3.1
2011,CC,Cutthroat trout,89,7.74
2011,CC,Cutthroat trout,140,31.02
2011,CC,Cutthroat trout,163,46.56
2011,CC,Cutthroat trout,126,23.56
2011,CC,Cutthroat trout,40,0.66
2011,CC,Cutthroat trout,46,0.98
2011,CC,Cutthroat trout,49,1.52
2011,CC,Cutthroat trout,36,0.57
2011,CC,Cutthroat trout,41,0.75
2011,CC,Cutthroat trout,33,0.37
2011,CC,Cutthroat trout,43,1.05
2011,CC,Cutthroat trout,51,1.24
2011,CC,Cutthroat trout,42,0.84
2011,CC,Cutthroat trout,46,0.91
2011,CC,Cutthroat trout,43,1.07
2011,CC,Cutthroat trout,36,0.53
2011,CC,Cutthroat trout,112,13.7
2011,CC,Cutthroat trout,125,12.09
2011,CC,Cutthroat trout,129,21.61
2011,CC,Cutthroat trout,38,0.58
2011,CC,Cutthroat trout,45,1.05
2011,CC,Coastal giant salamander,129,67.08
2011,CC,Coastal giant salamander,68,13.06
2011,CC,Coastal giant salamander,50,4.17
2011,CC,Cutthroat trout,142,34.47
2011,CC,Cutthroat trout,112,13.56
2011,CC,Cutthroat trout,78,5.36
2011,CC,Cutthroat trout,85,6.56
2011,CC,Cutthroat trout,120,19.91
2011,CC,Cutthroat trout,75,5.19
2011,CC,Cutthroat trout,119,15.78
2011,CC,Coastal giant salamander,60,9.09
2011,CC,Cutthroat trout,91,8.28
2011,CC,Cutthroat trout,134,26.6
2011,CC,Cutthroat trout,146,37.7
2011,CC,Coastal giant salamander,50,5.25
2011,CC,Coastal giant salamander,53,6.31
2011,CC,Coastal giant salamander,39,2.16
2011,CC,Coastal giant salamander,74,13.96
2011,CC,Coastal giant salamander,50,6.53
2011,CC,Coastal giant salamander,55,8.72
2011,CC,Coastal giant salamander,119,46.46
2011,CC,Coastal giant salamander,60,9.39
2011,CC,Coastal giant salamander,70,12.62
2011,CC,Coastal giant salamander,45,3.1
2011,CC,Coastal giant salamander,44,3.9
2011,CC,Coastal giant salamander,60,8.52
2011,CC,Coastal giant salamander,59,8.62
2011,CC,Coastal giant salamander,40,3.28
2011,CC,Coastal giant salamander,53,5.85
2011,CC,Coastal giant salamander,53,5.93
2011,CC,Coastal giant salamander,55,5.34
2011,CC,Coastal giant salamander,59,7.26
2011,CC,Coastal giant salamander,67,11.85
2011,CC,Coastal giant salamander,75,15.78
2011,CC,Coastal giant salamander,36,2.24
2011,CC,Coastal giant salamander,108,38.48
2011,CC,Coastal giant salamander,65,10.53
2011,CC,Coastal giant salamander,58,7.5
2011,CC,Coastal giant salamander,67,13.2
2011,CC,Coastal giant salamander,80,16.3
2011,CC,Coastal giant salamander,100,33.74
2011,CC,Coastal giant salamander,60,8.56
2011,CC,Coastal giant salamander,58,8.44
2011,CC,Coastal giant salamander,60,9.28
2011,CC,Coastal giant salamander,51,5.06
2011,CC,Coastal giant salamander,68,12.82
2011,CC,Coastal giant salamander,50,3.27
2011,CC,Coastal giant salamander,40,3.49
2011,CC,Coastal giant salamander,42,3.73
2011,CC,Coastal giant salamander,57,7.99
2011,CC,Coastal giant salamander,40,2.68
2011,CC,Coastal giant salamander,53,6.17
2011,CC,Coastal giant salamander,46,3.75
2011,CC,Coastal giant salamander,67,10.55
2011,CC,Coastal giant salamander,69,15.45
2011,CC,Coastal giant salamander,68,11.37
2011,CC,Cutthroat trout,36,0.63
2011,CC,Cutthroat trout,40,0.73
2011,CC,Cutthroat trout,43,0.92
2011,CC,Cutthroat trout,50,1.34
2011,CC,Cutthroat trout,34,0.42
2011,CC,Cutthroat trout,47,0.93
2011,CC,Cutthroat trout,130,26.81
2011,CC,Cutthroat trout,110,16.43
2011,CC,Cutthroat trout,88,7.58
2011,CC,Cutthroat trout,94,10.71
2011,CC,Cutthroat trout,85,6.59
2011,CC,Coastal giant salamander,132,69.7
2011,CC,Coastal giant salamander,100,33.49
2011,CC,Coastal giant salamander,84,27.25
2011,CC,Coastal giant salamander,80,18.59
2011,CC,Coastal giant salamander,66,12.51
2011,CC,Coastal giant salamander,61,9.93
2011,CC,Coastal giant salamander,67,11.32
2011,CC,Cutthroat trout,30,0.39
2011,CC,Cutthroat trout,47,1.31
2011,CC,Cutthroat trout,88,7.29
2011,CC,Cutthroat trout,89,7.82
2011,CC,Cutthroat trout,94,9.46
2011,CC,Cutthroat trout,83,5.8
2011,CC,Cutthroat trout,131,26.22
2011,CC,Cutthroat trout,138,27.37
2011,CC,Cutthroat trout,102,11.39
2011,CC,Cutthroat trout,38,0.53
2011,CC,Cutthroat trout,130,25.68
2011,CC,Cutthroat trout,80,5.29
2011,CC,Cutthroat trout,107,12.54
2011,CC,Cutthroat trout,105,12.16
