CommonName,ScientificName,Authorship,ITIS_TSN,NY_Concern,Location,Sample_Date,ChorusCode,ChorusCount,Live_n,Dead_n,AmplectantPairs_N,EggMass_n,Juv_n,Sperm_n,TadLarv_n
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Terrace,2018-04-12,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Terrace,2018-04-12,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Terrace,2018-04-12,0,NA,0,0,0,12,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Bonticou,2018-04-17,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Bonticou,2018-04-17,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Bonticou,2018-04-17,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,2018-04-17,NA,NA,0,0,0,80,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Bonticou,2018-04-17,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2018-04-17,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,2018-04-17,NA,NA,1,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,2018-04-17,NA,NA,0,0,0,8,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2018-04-17,0,NA,0,0,0,50,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Canaan,2018-04-17,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Canaan,2018-04-17,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Canaan,2018-04-17,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Canaan,2018-04-17,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Canaan,2018-04-17,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Canaan,2018-04-17,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Canaan,2018-04-17,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Canaan,2018-04-17,NA,NA,0,0,0,25,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Canaan,2018-04-17,0,NA,0,0,0,0,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Hermits,2018-04-17,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Hermits,2018-04-17,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Hermits,2018-04-17,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Hermits,2018-04-17,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Hermits,2018-04-17,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Hermits,2018-04-17,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Hermits,2018-04-17,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Hermits,2018-04-17,NA,NA,0,0,0,8,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2018-04-17,0,NA,0,0,0,0,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,NorthMudPond,2018-04-17,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,NorthMudPond,2018-04-17,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,NorthMudPond,2018-04-17,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,NorthMudPond,2018-04-17,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,NorthMudPond,2018-04-17,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,NorthMudPond,2018-04-17,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,NorthMudPond,2018-04-17,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,2018-04-17,NA,NA,0,0,0,5,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2018-04-17,0,NA,0,0,0,0,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,SkiLoop,2018-04-17,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,SkiLoop,2018-04-17,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,SkiLoop,2018-04-17,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,SkiLoop,2018-04-17,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,SkiLoop,2018-04-17,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SkiLoop,2018-04-17,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,SkiLoop,2018-04-17,NA,NA,1,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SkiLoop,2018-04-17,NA,NA,0,0,0,17,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SkiLoop,2018-04-17,0,NA,0,0,0,50,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,SleepyHollow,2018-04-17,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,SleepyHollow,2018-04-17,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,SleepyHollow,2018-04-17,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,SleepyHollow,2018-04-17,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,SleepyHollow,2018-04-17,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SleepyHollow,2018-04-17,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,SleepyHollow,2018-04-17,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,2018-04-17,NA,NA,0,0,0,4,0,100,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,2018-04-17,0,NA,0,0,0,5,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Bonticou,2018-04-24,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Bonticou,2018-04-24,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Bonticou,2018-04-24,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,2018-04-24,NA,NA,0,1,0,80,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Bonticou,2018-04-24,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2018-04-24,1,1,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,2018-04-24,NA,NA,30,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,2018-04-24,NA,NA,0,0,0,8,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2018-04-24,0,NA,0,0,0,50,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,SkiLoop,2018-04-24,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,SkiLoop,2018-04-24,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,SkiLoop,2018-04-24,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,SkiLoop,2018-04-24,NA,NA,0,0,0,20,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,SkiLoop,2018-04-24,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SkiLoop,2018-04-24,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,SkiLoop,2018-04-24,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SkiLoop,2018-04-24,NA,NA,0,0,0,80,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SkiLoop,2018-04-24,0,NA,0,0,0,0,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Hermits,2018-04-25,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Hermits,2018-04-25,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Hermits,2018-04-25,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Hermits,2018-04-25,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Hermits,2018-04-25,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Hermits,2018-04-25,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Hermits,2018-04-25,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Hermits,2018-04-25,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2018-04-25,0,NA,0,0,0,0,0,0,3000
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,NorthMudPond,2018-04-25,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,NorthMudPond,2018-04-25,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,NorthMudPond,2018-04-25,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,NorthMudPond,2018-04-25,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,NorthMudPond,2018-04-25,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,NorthMudPond,2018-04-25,2,3,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,NorthMudPond,2018-04-25,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,2018-04-25,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2018-04-25,2,3,0,0,0,0,0,0,150
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Oakwood,2018-04-25,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Oakwood,2018-04-25,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Oakwood,2018-04-25,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Oakwood,2018-04-25,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Oakwood,2018-04-25,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Oakwood,2018-04-25,1,2,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Oakwood,2018-04-25,NA,NA,3,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Oakwood,2018-04-25,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Oakwood,2018-04-25,0,NA,0,0,0,0,0,0,2000
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,SleepyHollow,2018-04-25,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,SleepyHollow,2018-04-25,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,SleepyHollow,2018-04-25,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,SleepyHollow,2018-04-25,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,SleepyHollow,2018-04-25,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SleepyHollow,2018-04-25,1,2,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,SleepyHollow,2018-04-25,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,2018-04-25,NA,NA,15,0,0,4,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,2018-04-25,0,NA,0,0,0,0,0,0,1000
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,LongWoodlandPool,2018-05-01,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,LongWoodlandPool,2018-05-01,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,LongWoodlandPool,2018-05-01,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,LongWoodlandPool,2018-05-01,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,LongWoodlandPool,2018-05-01,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandPool,2018-05-01,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,LongWoodlandPool,2018-05-01,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,2018-05-01,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,2018-05-01,0,NA,0,0,0,8,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Terrace,2018-05-01,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Terrace,2018-05-01,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Terrace,2018-05-01,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Terrace,2018-05-01,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Terrace,2018-05-01,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Terrace,2018-05-01,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Terrace,2018-05-01,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Terrace,2018-05-01,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Terrace,2018-05-01,0,NA,0,1,0,0,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Bonticou,2019-03-29,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Bonticou,2019-03-29,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Bonticou,2019-03-29,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,2019-03-29,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Bonticou,2019-03-29,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2019-03-29,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,2019-03-29,NA,NA,30,0,1,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,2019-03-29,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2019-03-29,0,NA,0,0,0,0,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Canaan,2019-03-29,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Canaan,2019-03-29,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Canaan,2019-03-29,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Canaan,2019-03-29,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Canaan,2019-03-29,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Canaan,2019-03-29,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Canaan,2019-03-29,NA,NA,11,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Canaan,2019-03-29,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Canaan,2019-03-29,0,NA,1,0,0,0,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,SkiLoop,2019-03-29,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,SkiLoop,2019-03-29,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,SkiLoop,2019-03-29,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,SkiLoop,2019-03-29,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,SkiLoop,2019-03-29,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SkiLoop,2019-03-29,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,SkiLoop,2019-03-29,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SkiLoop,2019-03-29,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SkiLoop,2019-03-29,0,NA,0,0,0,0,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Bonticou,2019-03-30,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Bonticou,2019-03-30,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Bonticou,2019-03-30,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,2019-03-30,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Bonticou,2019-03-30,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2019-03-30,1,5,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,2019-03-30,NA,NA,100,0,3,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,2019-03-30,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2019-03-30,0,NA,0,0,0,0,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Canaan,2019-03-30,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Canaan,2019-03-30,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Canaan,2019-03-30,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Canaan,2019-03-30,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Canaan,2019-03-30,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Canaan,2019-03-30,2,10,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Canaan,2019-03-30,NA,NA,20,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Canaan,2019-03-30,NA,NA,0,0,0,0,0,10,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Canaan,2019-03-30,3,NA,300,0,20,100,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Hermits,2019-03-30,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Hermits,2019-03-30,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Hermits,2019-03-30,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Hermits,2019-03-30,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Hermits,2019-03-30,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Hermits,2019-03-30,2,10,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Hermits,2019-03-30,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Hermits,2019-03-30,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2019-03-30,3,NA,100,0,0,0,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,LongWoodlandPool,2019-03-30,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,LongWoodlandPool,2019-03-30,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,LongWoodlandPool,2019-03-30,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,LongWoodlandPool,2019-03-30,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,LongWoodlandPool,2019-03-30,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandPool,2019-03-30,0,NA,0,0,0,0,0,0,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,LongWoodlandPool,2019-03-30,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,2019-03-30,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,2019-03-30,0,NA,0,0,0,0,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,NorthMudPond,2019-03-30,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,NorthMudPond,2019-03-30,0,NA,0,0,0,0,0,0,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,NorthMudPond,2019-03-30,0,NA,0,0,0,0,0,0,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,NorthMudPond,2019-03-30,NA,NA,0,0,0,0,0,0,0
