Location,Sample_Date,Sky_Code,Wind_Code,PDP,Air_Temp_C,Water_Temp_C,pH,Water_Depth,Water_Level,Visibility_Imp,Surface_Ice,Surface_Veg,SurfaceVeg_Spp,Odor,Shrimp,Snails,Turbidity_NTU,Chloride,Conductivity,DO,Nitrate
Hermits,1985-03-22,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1985-03-22,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1985-03-23,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1985-03-28,NA,NA,0,15.3,NA,6.3,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1985-03-31,NA,NA,1,3.9,NA,6.1,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1985-03-31,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1985-04-02,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1985-04-05,NA,NA,NA,NA,11.7,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1985-04-05,NA,NA,0,11.9,10,6.1,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1985-04-05,NA,NA,0,11.9,10,4.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1985-04-10,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1985-04-12,NA,NA,0,8.9,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1985-04-16,NA,NA,1,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1985-04-19,NA,NA,0,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1985-05-08,NA,NA,NA,NA,13.3,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1986-01-25,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1986-03-25,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1986-03-28,NA,NA,NA,NA,13.3,6.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1986-03-29,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1986-03-29,NA,NA,NA,NA,18.9,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1986-03-29,NA,NA,NA,NA,14.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1986-03-31,NA,NA,0,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1986-04-04,NA,NA,NA,NA,8.3,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1986-04-04,NA,NA,0,9.2,10.6,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1986-04-05,NA,NA,1,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1986-04-08,NA,NA,1,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1986-04-08,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1986-04-21,NA,NA,0,10.8,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1986-04-21,NA,NA,0,10.8,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1986-04-21,NA,NA,0,10.8,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1986-04-25,NA,NA,0,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1986-04-29,NA,NA,0,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1986-05-02,NA,NA,0,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1986-05-05,NA,NA,0,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1986-05-09,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1986-05-16,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1987-03-24,NA,NA,NA,NA,15.6,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1987-03-24,NA,NA,0,10.8,15,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1987-03-24,NA,NA,NA,NA,3.3,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1987-03-27,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1987-03-31,NA,NA,1,11.4,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1987-04-10,NA,NA,NA,NA,7.2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1987-04-10,NA,NA,0,12.5,7.2,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1987-04-27,NA,NA,0,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1987-05-28,NA,NA,NA,NA,14.4,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1988-03-28,NA,NA,1,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1988-03-28,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1988-03-29,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1988-04-05,NA,NA,1,14.4,17.8,6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1988-04-05,NA,NA,NA,NA,14.4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1988-04-05,NA,NA,NA,NA,12.2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1988-04-07,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1989-03-31,NA,NA,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1989-04-03,NA,NA,0,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1989-04-11,NA,NA,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1989-04-12,NA,NA,0,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1989-04-20,NA,NA,1,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1989-04-20,NA,NA,1,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1990-03-14,NA,NA,0,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1990-03-15,NA,NA,0,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1990-04-09,NA,NA,0,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1990-04-26,NA,NA,1,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1990-05-11,NA,NA,1,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1990-05-11,NA,NA,1,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1991-03-26,2,0,1,10,11.7,6.6,NA,NA,NA,NA,25,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1991-03-26,2,0,1,10,10.6,5.6,NA,NA,NA,NA,75,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,1991-03-26,2,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1991-03-27,4,NA,1,6.7,6.1,4.05,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1991-03-29,2,NA,1,9.4,8.3,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1991-04-02,2,NA,0,3.9,7.5,6.3,NA,NA,1,NA,50,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1991-04-02,2,NA,0,3.9,8.9,5.6,NA,NA,1,NA,100,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1991-04-04,0,2,0,18.3,15,3.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1991-04-04,0,2,0,18.3,12.2,3.9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1991-04-04,0,2,0,18.3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1991-04-10,1,NA,0,18.3,11.7,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1991-04-16,1,NA,1,14.2,18.3,6,NA,NA,NA,NA,100,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1991-04-16,0,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1991-04-16,1,NA,1,14.2,17.8,5.8,26.6,NA,1,NA,25,Algae,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1991-04-16,1,NA,1,14.2,12.8,3.95,124.6,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Bonticou,1992-03-13,NA,NA,NA,NA,2.8,6.54,NA,NA,NA,NA,25,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,1992-03-13,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1992-04-02,NA,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,1992-04-02,NA,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,1992-04-03,NA,NA,0,0.6,NA,6.87,NA,NA,NA,NA,100,Algae,NA,1,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1992-04-03,NA,NA,0,0.6,NA,NA,NA,100,NA,0,25,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1992-04-03,NA,NA,0,0.6,NA,NA,NA,100,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1992-04-03,NA,NA,0,0.6,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1992-04-03,NA,NA,NA,NA,NA,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,1992-04-06,NA,NA,NA,NA,8.9,6.87,NA,NA,NA,NA,50,Algae,NA,1,NA,NA,NA,NA,NA,NA
Talus,1992-04-07,NA,NA,NA,NA,NA,6.87,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Hermits,1992-04-10,NA,NA,1,11.4,16.4,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1992-04-10,NA,NA,1,11.4,12.2,4.7,142.37,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1992-04-17,5,NA,1,1.9,5.6,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1992-04-29,NA,NA,0,10.6,NA,NA,NA,NA,NA,NA,15,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1992-04-29,NA,NA,0,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,1992-05-18,NA,NA,0,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1993-04-05,0,NA,NA,NA,1.1,6.25,NA,NA,NA,NA,0,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,1993-04-05,0,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,1993-04-07,NA,NA,0,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1993-04-09,NA,NA,0,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1993-04-13,0,4,0,4.7,5.8,4.38,NA,100,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1993-04-13,0,4,0,4.7,6.1,4.55,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,1993-04-14,NA,NA,1,6.4,10.6,5.97,NA,100,0,NA,25,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1993-04-14,NA,NA,1,6.4,13.9,6.42,NA,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1993-04-14,NA,NA,1,6.4,7.2,5.73,NA,100,0,NA,90,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1993-04-16,NA,NA,1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SkiLoop,1993-04-17,NA,NA,NA,NA,NA,6.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1993-04-20,NA,NA,0,16.1,12.2,5.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,1993-04-23,5,NA,1,5.3,6.1,6,NA,100,1,NA,50,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1993-04-23,2,NA,1,5.3,7.2,6.65,NA,100,0,NA,NA,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1993-04-23,2,NA,1,5.3,5,4.29,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1993-04-23,2,NA,1,5.3,5,6.12,NA,100,1,NA,50,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,1993-04-23,8,NA,1,5.3,4.4,5.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1993-04-23,2,NA,1,5.3,6.4,4.55,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,1993-04-28,0,2,NA,4.4,7.8,6.17,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bonticou,1994-04-07,1,4,1,6.7,5.6,6.35,NA,100,0,50,0,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1994-04-07,2,4,1,6.7,7.2,4.49,NA,100,0,NA,0,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,1994-04-20,0,4,1,12.2,15.6,6.25,NA,100,0,NA,50,Duckweed/Sedge,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1994-04-20,0,4,1,16.7,21.1,6.62,NA,100,0,NA,25,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1994-04-20,0,4,1,12.8,12.2,4.36,NA,NA,0,NA,NA,NA,Sulfur,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1994-04-20,0,4,1,17.8,17.2,6.41,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,1994-04-20,0,4,1,17.8,16.1,6.42,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1994-04-20,0,4,1,12.2,11.7,4.49,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1994-04-25,2,NA,0,22.2,12.2,5.45,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1995-03-31,1,3,1,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1995-03-31,NA,NA,1,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1995-03-31,NA,NA,1,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,1995-04-12,5,NA,0,7.2,8.3,6.28,NA,100,0,NA,25,Duckweed/Algae/Sedge,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1995-04-12,5,NA,0,11.7,8.3,6.67,NA,100,1,NA,50,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1995-04-12,4,NA,0,7.8,6.4,6.13,NA,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,1995-04-12,4,NA,0,8.3,6.7,6.52,NA,NA,1,NA,15,Duckweed/Sedge,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1995-04-12,5,NA,0,7.2,3.3,5.76,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1995-04-12,2,NA,0,7.8,6.9,4.51,49.6,NA,0,NA,0,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1995-04-12,4,NA,0,8.9,7.2,4.67,104.28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,1995-04-19,4,NA,0,11.7,9.4,6.61,NA,100,0,NA,0,Duckweed/Algae,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1996-03-18,0,NA,0,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,1996-03-28,2,NA,NA,-1.1,4.4,5.89,NA,NA,NA,NA,15,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1996-03-28,2,NA,NA,-1.1,4.4,6.23,NA,NA,NA,NA,25,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1996-03-28,2,NA,NA,-1.1,3.3,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1996-03-28,2,NA,NA,-1.1,4.4,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,1996-03-28,2,NA,NA,-1.1,2.2,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1996-03-28,2,NA,0,-1.1,5.3,4.64,NA,100,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1996-03-28,2,NA,NA,-1.1,2.5,5.38,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1996-04-11,2,NA,1,15.6,14.2,6.76,NA,NA,1,NA,15,Duckweed/Algae,NA,NA,NA,NA,NA,NA,7,NA
LongWoodlandPool,1996-04-11,2,NA,1,15.6,12.2,6.31,NA,100,0,NA,50,Algae,NA,NA,NA,NA,NA,NA,5.4,NA
Hermits,1996-04-11,2,7,1,13.6,10.6,4.41,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA
LongWoodlandSwamp,1996-04-11,2,NA,1,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1996-04-11,2,NA,1,15.6,7.2,4.62,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA
SleepyHollow,1996-04-11,2,NA,1,15.6,13.9,6.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA
Oakwood,1996-04-12,2,0,0,12.8,8.6,6.05,NA,100,NA,NA,10,Sedge,NA,NA,NA,NA,NA,NA,4.4,NA
Bonticou,1996-04-17,8,4,1,6.7,7.2,6.64,NA,100,0,NA,25,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1996-04-17,8,4,1,6.7,7.2,6.24,NA,100,0,NA,25,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,1996-04-17,8,4,1,6.7,6.4,6.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1996-04-18,0,2,1,16.7,18.3,6.38,NA,NA,NA,NA,25,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1996-04-18,0,2,1,16.7,8.9,4.35,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1996-04-18,0,2,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1996-04-19,1,2,0,14.4,9.2,4.49,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,1996-04-19,1,2,0,14.4,12.8,6.13,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1996-04-30,3,NA,1,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1996-04-30,3,NA,1,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1996-04-30,3,NA,1,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1997-03-30,1,NA,1,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1997-03-30,1,NA,1,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1997-04-07,0,4,0,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1997-04-07,0,4,0,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1997-04-08,0,4,NA,3.9,9.2,4.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1997-04-15,0,NA,0,4.4,7.8,6.55,NA,100,1,NA,50,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1997-04-15,0,NA,0,14.9,15.6,6.3,NA,100,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
LongWoodlandSwamp,1997-04-15,0,2,0,6.4,12.2,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1997-04-15,0,NA,0,6.4,12.5,4.64,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1997-04-15,0,2,0,14.7,14.7,4.38,59.76,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,1997-04-16,2,NA,0,10.3,11.7,6.43,NA,100,0,NA,15,Sedge,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1997-04-16,1,NA,0,16.7,12.8,5.59,NA,100,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canaan,1997-04-23,2,NA,0,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,1997-04-23,2,NA,0,18.9,12.8,6.76,59.36,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
SleepyHollow,1997-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Hermits,1997-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Terrace,1997-05-01,2,NA,0,15.3,NA,NA,NA,50,1,NA,0,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,1997-05-28,0,2,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,1998-01-09,5,NA,NA,10.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1998-02-27,0,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1998-02-27,0,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1998-03-04,1,NA,NA,11.1,3.3,6.65,NA,NA,NA,NA,15,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1998-03-04,1,NA,NA,11.1,6.1,4.44,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1998-03-04,1,NA,NA,11.1,5,4.77,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1998-03-06,0,NA,NA,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
